id,sheet,source_text,target_text,source_lang,target_lang,type,length
Ch 2_21_en,Ch 2,Kiçik bala bardur,There is a small child,chg,en,phrase,3
Ch 2_21_kk,Ch 2,Kiçik bala bardur,Кішкентай бала бар,chg,kk,phrase,3
Ch 2_21_ru,Ch 2,Kiçik bala bardur,Есть маленький ребенок,chg,ru,phrase,3
Ch 2_21_uz,Ch 2,Kiçik bala bardur,Kichik bola bordir,chg,uz,phrase,3
Ch 2_21_tr,Ch 2,Kiçik bala bardur,Küçük çocuk vardır,chg,tr,phrase,3
Ch 2_22_en,Ch 2,bir ādam bar,Someone is there,chg,en,phrase,3
Ch 2_22_kk,Ch 2,bir ādam bar,бір адам бар,chg,kk,phrase,3
Ch 2_22_ru,Ch 2,bir ādam bar,есть кто-то,chg,ru,phrase,3
Ch 2_22_uz,Ch 2,bir ādam bar,bir odam bor,chg,uz,phrase,3
Ch 2_22_tr,Ch 2,bir ādam bar,bir adam var,chg,tr,phrase,3
Ch 2_23_en,Ch 2,çoñ buqa wa bir ḫoraz bar,There are a large bull and a rooster,chg,en,sentence,6
Ch 2_23_kk,Ch 2,çoñ buqa wa bir ḫoraz bar,үлкен бұқа және бір қораз бар,chg,kk,sentence,6
Ch 2_23_ru,Ch 2,çoñ buqa wa bir ḫoraz bar,есть большой бык и один петух,chg,ru,sentence,6
Ch 2_23_uz,Ch 2,çoñ buqa wa bir ḫoraz bar,katta buqa va bir xo‘roz bor,chg,uz,sentence,6
Ch 2_23_tr,Ch 2,çoñ buqa wa bir ḫoraz bar,büyük boğa ve bir horoz var,chg,tr,sentence,6
Ch 2_26_en,Ch 2,Pul yoq,There is no money,chg,en,phrase,2
Ch 2_26_kk,Ch 2,Pul yoq,Ақша жоқ,chg,kk,phrase,2
Ch 2_26_ru,Ch 2,Pul yoq,Денег нет,chg,ru,phrase,2
Ch 2_26_uz,Ch 2,Pul yoq,Pul yo‘q,chg,uz,phrase,2
Ch 2_26_tr,Ch 2,Pul yoq,Para yok,chg,tr,phrase,2
Ch 2_27_en,Ch 2,Yañı mı̇̄wa yoq,There is no new fruit,chg,en,phrase,3
Ch 2_27_kk,Ch 2,Yañı mı̇̄wa yoq,Жаңа жеміс жоқ,chg,kk,phrase,3
Ch 2_27_ru,Ch 2,Yañı mı̇̄wa yoq,Нет новых фруктов,chg,ru,phrase,3
Ch 2_27_uz,Ch 2,Yañı mı̇̄wa yoq,Yangi meva yo‘q,chg,uz,phrase,3
Ch 2_27_tr,Ch 2,Yañı mı̇̄wa yoq,Yeni meyve yok,chg,tr,phrase,3
Ch 2_28_en,Ch 2,Issıq suw yoqdur,There is no hot water,chg,en,phrase,3
Ch 2_28_kk,Ch 2,Issıq suw yoqdur,Ыстық су жоқ,chg,kk,phrase,3
Ch 2_28_ru,Ch 2,Issıq suw yoqdur,Нет горячей воды,chg,ru,phrase,3
Ch 2_28_uz,Ch 2,Issıq suw yoqdur,Issiq suv yo‘qdir,chg,uz,phrase,3
Ch 2_28_tr,Ch 2,Issıq suw yoqdur,Sıcak su yoktur,chg,tr,phrase,3
Ch 2_29_en,Ch 2,Göşt yoq,There is no meat,chg,en,phrase,2
Ch 2_29_kk,Ch 2,Göşt yoq,Ет жоқ,chg,kk,phrase,2
Ch 2_29_ru,Ch 2,Göşt yoq,Мяса нет,chg,ru,phrase,2
Ch 2_29_uz,Ch 2,Göşt yoq,Go‘sht yo‘q,chg,uz,phrase,2
Ch 2_29_tr,Ch 2,Göşt yoq,Et yok,chg,tr,phrase,2
Ch 2_30_en,Ch 2,çay şı̇̄rı̇̄n émes,The tea is not sweet,chg,en,phrase,3
Ch 2_30_kk,Ch 2,çay şı̇̄rı̇̄n émes,шай тәтті емес,chg,kk,phrase,3
Ch 2_30_ru,Ch 2,çay şı̇̄rı̇̄n émes,чай не сладкий,chg,ru,phrase,3
Ch 2_30_uz,Ch 2,çay şı̇̄rı̇̄n émes,choy shirin emas,chg,uz,phrase,3
Ch 2_30_tr,Ch 2,çay şı̇̄rı̇̄n émes,çay tatlı değil,chg,tr,phrase,3
Ch 2_31_en,Ch 2,Uşbu inek dost émes,This cow here is not a friend,chg,en,phrase,4
Ch 2_31_kk,Ch 2,Uşbu inek dost émes,Мына сиыр дос емес,chg,kk,phrase,4
Ch 2_31_ru,Ch 2,Uşbu inek dost émes,Эта корова — не друг,chg,ru,phrase,4
Ch 2_31_uz,Ch 2,Uşbu inek dost émes,Ushbu sigir do‘st emas,chg,uz,phrase,4
Ch 2_31_tr,Ch 2,Uşbu inek dost émes,Bu inek dost değildir,chg,tr,phrase,4
Ch 2_33_en,Ch 2,şı̇̄rı̇̄n çay yoq,There is no sweet tea,chg,en,phrase,3
Ch 2_33_kk,Ch 2,şı̇̄rı̇̄n çay yoq,тәтті шай жоқ,chg,kk,phrase,3
Ch 2_33_ru,Ch 2,şı̇̄rı̇̄n çay yoq,нет сладкого чая,chg,ru,phrase,3
Ch 2_33_uz,Ch 2,şı̇̄rı̇̄n çay yoq,shirin choy yo‘q,chg,uz,phrase,3
Ch 2_33_tr,Ch 2,şı̇̄rı̇̄n çay yoq,tatlı çay yok,chg,tr,phrase,3
Ch 2_35_en,Ch 2,bu,this,chg,en,word,1
Ch 2_35_kk,Ch 2,bu,бұл,chg,kk,word,1
Ch 2_35_ru,Ch 2,bu,этот,chg,ru,word,1
Ch 2_35_uz,Ch 2,bu,bu,chg,uz,word,1
Ch 2_35_tr,Ch 2,bu,bu,chg,tr,word,1
Ch 2_36_en,Ch 2,ol,that,chg,en,word,1
Ch 2_36_kk,Ch 2,ol,ол,chg,kk,word,1
Ch 2_36_ru,Ch 2,ol,тот,chg,ru,word,1
Ch 2_36_uz,Ch 2,ol,u,chg,uz,word,1
Ch 2_36_tr,Ch 2,ol,o,chg,tr,word,1
Ch 2_38_en,Ch 2,şu,this,chg,en,word,1
Ch 2_38_kk,Ch 2,şu,осы,chg,kk,word,1
Ch 2_38_ru,Ch 2,şu,этот,chg,ru,word,1
Ch 2_38_uz,Ch 2,şu,shu,chg,uz,word,1
Ch 2_38_tr,Ch 2,şu,şu,chg,tr,word,1
Ch 2_39_en,Ch 2,şol,this,chg,en,word,1
Ch 2_39_kk,Ch 2,şol,сол,chg,kk,word,1
Ch 2_39_ru,Ch 2,şol,тот,chg,ru,word,1
Ch 2_39_uz,Ch 2,şol,shul,chg,uz,word,1
Ch 2_39_tr,Ch 2,şol,şu,chg,tr,word,1
Ch 2_40_en,Ch 2,uşbu,just this,chg,en,word,1
Ch 2_40_kk,Ch 2,uşbu,мынау,chg,kk,word,1
Ch 2_40_ru,Ch 2,uşbu,именно этот,chg,ru,word,1
Ch 2_40_uz,Ch 2,uşbu,ushbu,chg,uz,word,1
Ch 2_40_tr,Ch 2,uşbu,işbu,chg,tr,word,1
Ch 2_41_en,Ch 2,uşbu,this in particular,chg,en,word,1
Ch 2_41_ru,Ch 2,uşbu,этот самый,chg,ru,word,1
Ch 2_41_tr,Ch 2,uşbu,bu,chg,tr,word,1
Ch 2_42_en,Ch 2,uşol,just that,chg,en,word,1
Ch 2_42_kk,Ch 2,uşol,анау,chg,kk,word,1
Ch 2_42_ru,Ch 2,uşol,именно тот,chg,ru,word,1
Ch 2_42_uz,Ch 2,uşol,o‘shal,chg,uz,word,1
Ch 2_42_tr,Ch 2,uşol,o,chg,tr,word,1
Ch 2_43_en,Ch 2,uşol,that in particular,chg,en,word,1
Ch 2_43_ru,Ch 2,uşol,тот самый,chg,ru,word,1
Ch 2_44_en,Ch 2,bir,one,chg,en,word,1
Ch 2_44_kk,Ch 2,bir,бір,chg,kk,word,1
Ch 2_44_ru,Ch 2,bir,один,chg,ru,word,1
Ch 2_44_uz,Ch 2,bir,bir,chg,uz,word,1
Ch 2_44_tr,Ch 2,bir,bir,chg,tr,word,1
Ch 2_45_en,Ch 2,bir,a,chg,en,word,1
Ch 2_45_ru,Ch 2,bir,некий,chg,ru,word,1
Ch 2_49_en,Ch 2,şol üyde ādam bar,In this house there is a man,chg,en,phrase,4
Ch 2_49_kk,Ch 2,şol üyde ādam bar,сол үйде адам бар,chg,kk,phrase,4
Ch 2_49_ru,Ch 2,şol üyde ādam bar,в этом доме есть человек,chg,ru,phrase,4
Ch 2_49_uz,Ch 2,şol üyde ādam bar,shu uyda odam bor,chg,uz,phrase,4
Ch 2_49_tr,Ch 2,şol üyde ādam bar,şu evde adam var,chg,tr,phrase,4
Ch 2_50_en,Ch 2,uşbu kitāb,this book,chg,en,phrase,2
Ch 2_50_kk,Ch 2,uşbu kitāb,мына кітап,chg,kk,phrase,2
Ch 2_50_ru,Ch 2,uşbu kitāb,эта книга,chg,ru,phrase,2
Ch 2_50_uz,Ch 2,uşbu kitāb,ushbu kitob,chg,uz,phrase,2
Ch 2_50_tr,Ch 2,uşbu kitāb,bu kitap,chg,tr,phrase,2
Ch 2_51_en,Ch 2,uşol bala,that child,chg,en,phrase,2
Ch 2_51_kk,Ch 2,uşol bala,сол бала,chg,kk,phrase,2
Ch 2_51_ru,Ch 2,uşol bala,тот ребенок,chg,ru,phrase,2
Ch 2_51_uz,Ch 2,uşol bala,o‘shal bola,chg,uz,phrase,2
Ch 2_51_tr,Ch 2,uşol bala,şu çocuk,chg,tr,phrase,2
Ch 2_52_en,Ch 2,bir cānwār,an animal,chg,en,phrase,2
Ch 2_52_kk,Ch 2,bir cānwār,бір жануар,chg,kk,phrase,2
Ch 2_52_ru,Ch 2,bir cānwār,одно животное,chg,ru,phrase,2
Ch 2_52_uz,Ch 2,bir cānwār,bir jonivor,chg,uz,phrase,2
Ch 2_52_tr,Ch 2,bir cānwār,bir hayvan,chg,tr,phrase,2
Ch 2_53_en,Ch 2,cānwār,an animal,chg,en,word,1
Ch 2_53_kk,Ch 2,cānwār,жануар,chg,kk,word,1
Ch 2_53_ru,Ch 2,cānwār,животное,chg,ru,word,1
Ch 2_53_uz,Ch 2,cānwār,jonivor,chg,uz,word,1
Ch 2_53_tr,Ch 2,cānwār,hayvan,chg,tr,word,1
Ch 2_54_en,Ch 2,bu cānwār,this animal,chg,en,phrase,2
Ch 2_54_kk,Ch 2,bu cānwār,бұл жануар,chg,kk,phrase,2
Ch 2_54_ru,Ch 2,bu cānwār,это животное,chg,ru,phrase,2
Ch 2_54_uz,Ch 2,bu cānwār,bu jonivor,chg,uz,phrase,2
Ch 2_54_tr,Ch 2,bu cānwār,bu hayvan,chg,tr,phrase,2
Ch 2_55_en,Ch 2,yolda,on the road,chg,en,word,1
Ch 2_55_kk,Ch 2,yolda,жолда,chg,kk,word,1
Ch 2_55_ru,Ch 2,yolda,на дороге,chg,ru,word,1
Ch 2_55_uz,Ch 2,yolda,yo‘lda,chg,uz,word,1
Ch 2_55_tr,Ch 2,yolda,yolda,chg,tr,word,1
Ch 2_56_en,Ch 2,üyde süt yoq,There is no milk in the house,chg,en,phrase,3
Ch 2_56_kk,Ch 2,üyde süt yoq,үйде сүт жоқ,chg,kk,phrase,3
Ch 2_56_ru,Ch 2,üyde süt yoq,в доме нет молока,chg,ru,phrase,3
Ch 2_56_uz,Ch 2,üyde süt yoq,uyda sut yo‘q,chg,uz,phrase,3
Ch 2_56_tr,Ch 2,üyde süt yoq,evde süt yok,chg,tr,phrase,3
Ch 2_57_en,Ch 2,Maẓlūmda éşek bar,the woman has a donkey,chg,en,phrase,3
Ch 2_57_kk,Ch 2,Maẓlūmda éşek bar,Әйелде есек бар,chg,kk,phrase,3
Ch 2_57_ru,Ch 2,Maẓlūmda éşek bar,У женщины есть осёл,chg,ru,phrase,3
Ch 2_57_uz,Ch 2,Maẓlūmda éşek bar,Ayolda eshak bor,chg,uz,phrase,3
Ch 2_57_tr,Ch 2,Maẓlūmda éşek bar,Kadında eşek var,chg,tr,phrase,3
Ch 2_58_en,Ch 2,üyde bala bar,There is a child in the room,chg,en,phrase,3
Ch 2_58_kk,Ch 2,üyde bala bar,үйде бала бар,chg,kk,phrase,3
Ch 2_58_ru,Ch 2,üyde bala bar,в доме есть ребенок,chg,ru,phrase,3
Ch 2_58_uz,Ch 2,üyde bala bar,uyda bola bor,chg,uz,phrase,3
Ch 2_58_tr,Ch 2,üyde bala bar,evde çocuk var,chg,tr,phrase,3
Ch 2_59_en,Ch 2,Bu üyde kişi yoq,There is no one in this house,chg,en,phrase,4
Ch 2_59_kk,Ch 2,Bu üyde kişi yoq,Бұл үйде кісі жоқ,chg,kk,phrase,4
Ch 2_59_ru,Ch 2,Bu üyde kişi yoq,В этом доме никого нет,chg,ru,phrase,4
Ch 2_59_uz,Ch 2,Bu üyde kişi yoq,Bu uyda kishi yo‘q,chg,uz,phrase,4
Ch 2_59_tr,Ch 2,Bu üyde kişi yoq,Bu evde kimse yok,chg,tr,phrase,4
Ch 2_60_en,Ch 2,Bu üyde kişi yoq,There is no person in this house,chg,en,phrase,4
Ch 2_60_ru,Ch 2,Bu üyde kişi yoq,В этом доме нет человека,chg,ru,phrase,4
Ch 2_60_tr,Ch 2,Bu üyde kişi yoq,Bu evde kişi yok,chg,tr,phrase,4
Ch 2_61_en,Ch 2,Uşol kitābda bir inek bar,There is a cow in this book,chg,en,sentence,5
Ch 2_61_kk,Ch 2,Uşol kitābda bir inek bar,Сол кітапта бір сиыр бар,chg,kk,sentence,5
Ch 2_61_ru,Ch 2,Uşol kitābda bir inek bar,В той книге есть корова,chg,ru,sentence,5
Ch 2_61_uz,Ch 2,Uşol kitābda bir inek bar,O‘shal kitobda bir sigir bor,chg,uz,sentence,5
Ch 2_61_tr,Ch 2,Uşol kitābda bir inek bar,O kitapta bir inek var,chg,tr,sentence,5
Ch 2_62_en,Ch 2,Ol yerde ér kişi bardur,There are men at that place,chg,en,sentence,5
Ch 2_62_kk,Ch 2,Ol yerde ér kişi bardur,Ол жерде ер адам бар,chg,kk,sentence,5
Ch 2_62_ru,Ch 2,Ol yerde ér kişi bardur,В том месте есть мужчина,chg,ru,sentence,5
Ch 2_62_uz,Ch 2,Ol yerde ér kişi bardur,Ul yerda er kishi bordir,chg,uz,sentence,5
Ch 2_62_tr,Ch 2,Ol yerde ér kişi bardur,O yerde erkek kişi vardır,chg,tr,sentence,5
Ch 2_63_en,Ch 2,Göşt uşol yerde yoq,There is no meat at that place,chg,en,phrase,4
Ch 2_63_kk,Ch 2,Göşt uşol yerde yoq,Ет ол жерде жоқ,chg,kk,phrase,4
Ch 2_63_ru,Ch 2,Göşt uşol yerde yoq,Мяса в том месте нет,chg,ru,phrase,4
Ch 2_63_uz,Ch 2,Göşt uşol yerde yoq,Go‘sht o‘shal yerda yo‘q,chg,uz,phrase,4
Ch 2_63_tr,Ch 2,Göşt uşol yerde yoq,Et o yerde yok,chg,tr,phrase,4
Ch 2_64_en,Ch 2,şol maẓlūmda buqa yoq,This woman has no bull,chg,en,phrase,4
Ch 2_64_kk,Ch 2,şol maẓlūmda buqa yoq,сол әйелде бұқа жоқ,chg,kk,phrase,4
Ch 2_64_ru,Ch 2,şol maẓlūmda buqa yoq,у той женщины нет быка,chg,ru,phrase,4
Ch 2_64_uz,Ch 2,şol maẓlūmda buqa yoq,shu ayolda buqa yo‘q,chg,uz,phrase,4
Ch 2_64_tr,Ch 2,şol maẓlūmda buqa yoq,şu kadında boğa yok,chg,tr,phrase,4
Ch 2_65_en,Ch 2,Ol ādam wa maẓlūm kişi uşbu yerdedür,That man and woman are in this place right here,chg,en,sentence,7
Ch 2_65_kk,Ch 2,Ol ādam wa maẓlūm kişi uşbu yerdedür,Ол адам мен әйел осы жерде,chg,kk,sentence,7
Ch 2_65_ru,Ch 2,Ol ādam wa maẓlūm kişi uşbu yerdedür,Тот мужчина и женщина находятся здесь,chg,ru,sentence,7
Ch 2_65_uz,Ch 2,Ol ādam wa maẓlūm kişi uşbu yerdedür,Ul odam va ayol kishi ushbu yerdadir,chg,uz,sentence,7
Ch 2_65_tr,Ch 2,Ol ādam wa maẓlūm kişi uşbu yerdedür,O adam ve kadın bu yerdédir,chg,tr,sentence,7
Ch 2_66_en,Ch 2,Toḫta üyde,Toḫta is in a house,chg,en,phrase,2
Ch 2_66_kk,Ch 2,Toḫta üyde,Тоқта үйде,chg,kk,phrase,2
Ch 2_66_ru,Ch 2,Toḫta üyde,Тохта в доме,chg,ru,phrase,2
Ch 2_66_uz,Ch 2,Toḫta üyde,To‘xta uyda,chg,uz,phrase,2
Ch 2_66_tr,Ch 2,Toḫta üyde,Tohta evde,chg,tr,phrase,2
Ch 2_67_en,Ch 2,Toḫta üyde,Toḫta is in the house,chg,en,phrase,2
Ch 2_67_ru,Ch 2,Toḫta üyde,Тохта находится в доме,chg,ru,phrase,2
Ch 2_67_tr,Ch 2,Toḫta üyde,Tohta evdédir,chg,tr,phrase,2
Ch 2_68_en,Ch 2,Bu cānwār buqadur,This animal is a bull,chg,en,phrase,3
Ch 2_68_kk,Ch 2,Bu cānwār buqadur,Бұл жануар — бұқа,chg,kk,phrase,3
Ch 2_68_ru,Ch 2,Bu cānwār buqadur,Это животное — бык,chg,ru,phrase,3
Ch 2_68_uz,Ch 2,Bu cānwār buqadur,Bu jonivor buqadir,chg,uz,phrase,3
Ch 2_68_tr,Ch 2,Bu cānwār buqadur,Bu hayvan boğadır,chg,tr,phrase,3
Ch 2_71_en,Ch 2,Uşbu kitābda Toḫta yoq,There is no Toḫta in this book,chg,en,phrase,4
Ch 2_71_kk,Ch 2,Uşbu kitābda Toḫta yoq,Мына кітапта Тоқта жоқ,chg,kk,phrase,4
Ch 2_71_ru,Ch 2,Uşbu kitābda Toḫta yoq,В этой книге нет Тохты,chg,ru,phrase,4
Ch 2_71_uz,Ch 2,Uşbu kitābda Toḫta yoq,Ushbu kitobda To‘xta yo‘q,chg,uz,phrase,4
Ch 2_71_tr,Ch 2,Uşbu kitābda Toḫta yoq,Bu kitapta Tohta yok,chg,tr,phrase,4
Ch 2_72_en,Ch 2,Uşbu kitābda Toḫta yoq,Toḫta is not in this book,chg,en,phrase,4
Ch 2_75_uz,Ch 2,ol,ul,chg,uz,word,1
Ch 2_81_en,Ch 2,érkek,male,chg,en,word,1
Ch 2_81_kk,Ch 2,érkek,еркек,chg,kk,word,1
Ch 2_81_ru,Ch 2,érkek,самец,chg,ru,word,1
Ch 2_81_uz,Ch 2,érkek,erkak,chg,uz,word,1
Ch 2_81_tr,Ch 2,érkek,erkek,chg,tr,word,1
Ch 2_82_en,Ch 2,érkek,male person,chg,en,word,1
Ch 2_82_ru,Ch 2,érkek,мужчина,chg,ru,word,1
Ch 2_82_tr,Ch 2,érkek,erkek kişi,chg,tr,word,1
Ch 2_83_en,Ch 2,érkek,male animal,chg,en,word,1
Ch 2_83_ru,Ch 2,érkek,самец животного,chg,ru,word,1
Ch 2_83_tr,Ch 2,érkek,erkek hayvan,chg,tr,word,1
Ch 2_84_en,Ch 2,ér,man,chg,en,word,1
Ch 2_84_kk,Ch 2,ér,ер,chg,kk,word,1
Ch 2_84_ru,Ch 2,ér,мужчина,chg,ru,word,1
Ch 2_84_uz,Ch 2,ér,er,chg,uz,word,1
Ch 2_84_tr,Ch 2,ér,er,chg,tr,word,1
Ch 2_85_en,Ch 2,ér,husband,chg,en,word,1
Ch 2_85_ru,Ch 2,ér,муж,chg,ru,word,1
Ch 2_85_tr,Ch 2,ér,koca,chg,tr,word,1
Ch 2_86_en,Ch 2,cānwār,animal,chg,en,word,1
Ch 2_87_en,Ch 2,kiçik,small,chg,en,word,1
Ch 2_87_kk,Ch 2,kiçik,кішкентай,chg,kk,word,1
Ch 2_87_ru,Ch 2,kiçik,маленький,chg,ru,word,1
Ch 2_87_uz,Ch 2,kiçik,kichik,chg,uz,word,1
Ch 2_87_tr,Ch 2,kiçik,küçük,chg,tr,word,1
Ch 2_89_en,Ch 2,maẓlūm,woman,chg,en,word,1
Ch 2_89_kk,Ch 2,maẓlūm,әйел,chg,kk,word,1
Ch 2_89_ru,Ch 2,maẓlūm,женщина,chg,ru,word,1
Ch 2_89_uz,Ch 2,maẓlūm,ayol,chg,uz,word,1
Ch 2_89_tr,Ch 2,maẓlūm,kadın,chg,tr,word,1
Ch 2_93_en,Ch 2,uşbu,this,chg,en,word,1
Ch 2_93_kk,Ch 2,uşbu,мына,chg,kk,word,1
Ch 2_93_ru,Ch 2,uşbu,этот,chg,ru,word,1
Ch 2_94_en,Ch 2,tişi,female,chg,en,word,1
Ch 2_94_kk,Ch 2,tişi,ұрғашы,chg,kk,word,1
Ch 2_94_ru,Ch 2,tişi,самка,chg,ru,word,1
Ch 2_94_uz,Ch 2,tişi,tishi,chg,uz,word,1
Ch 2_94_tr,Ch 2,tişi,dişi,chg,tr,word,1
Ch 2_95_en,Ch 2,tişi,female animal,chg,en,word,1
Ch 2_95_ru,Ch 2,tişi,самка животного,chg,ru,word,1
Ch 2_95_tr,Ch 2,tişi,dişi hayvan,chg,tr,word,1
Ch 2_96_en,Ch 2,ādam,man,chg,en,word,1
Ch 2_96_kk,Ch 2,ādam,адам,chg,kk,word,1
Ch 2_96_ru,Ch 2,ādam,человек,chg,ru,word,1
Ch 2_96_uz,Ch 2,ādam,odam,chg,uz,word,1
Ch 2_96_tr,Ch 2,ādam,adam,chg,tr,word,1
Ch 2_97_en,Ch 2,ādam,person,chg,en,word,1
Ch 2_97_ru,Ch 2,ādam,персона,chg,ru,word,1
Ch 2_97_tr,Ch 2,ādam,kişi,chg,tr,word,1
Ch 2_102_en,Ch 2,inek,cow,chg,en,word,1
Ch 2_102_kk,Ch 2,inek,сиыр,chg,kk,word,1
Ch 2_102_ru,Ch 2,inek,корова,chg,ru,word,1
Ch 2_102_uz,Ch 2,inek,sigir,chg,uz,word,1
Ch 2_102_tr,Ch 2,inek,inek,chg,tr,word,1
Ch 2_103_en,Ch 2,çoñ,large,chg,en,word,1
Ch 2_103_kk,Ch 2,çoñ,үлкен,chg,kk,word,1
Ch 2_103_ru,Ch 2,çoñ,большой,chg,ru,word,1
Ch 2_103_uz,Ch 2,çoñ,cho‘ng,chg,uz,word,1
Ch 2_103_tr,Ch 2,çoñ,büyük,chg,tr,word,1
Ch 2_104_en,Ch 2,üy,house,chg,en,word,1
Ch 2_104_kk,Ch 2,üy,үй,chg,kk,word,1
Ch 2_104_ru,Ch 2,üy,дом,chg,ru,word,1
Ch 2_104_uz,Ch 2,üy,uy,chg,uz,word,1
Ch 2_104_tr,Ch 2,üy,ev,chg,tr,word,1
Ch 2_105_en,Ch 2,üy,room,chg,en,word,1
Ch 2_105_ru,Ch 2,üy,комната,chg,ru,word,1
Ch 2_105_tr,Ch 2,üy,oda,chg,tr,word,1
Ch 2_108_en,Ch 2,qozı,lamb,chg,en,word,1
Ch 2_108_kk,Ch 2,qozı,қозы,chg,kk,word,1
Ch 2_108_ru,Ch 2,qozı,ягненок,chg,ru,word,1
Ch 2_108_uz,Ch 2,qozı,qo‘zi,chg,uz,word,1
Ch 2_108_tr,Ch 2,qozı,kuzu,chg,tr,word,1
Ch 3_0_en,Ch 3,balalar,children,chg,en,word,1
Ch 3_0_kk,Ch 3,balalar,балалар,chg,kk,word,1
Ch 3_0_ru,Ch 3,balalar,дети,chg,ru,word,1
Ch 3_0_uz,Ch 3,balalar,bolalar,chg,uz,word,1
Ch 3_0_tr,Ch 3,balalar,çocuklar,chg,tr,word,1
Ch 3_2_en,Ch 3,yollar,roads,chg,en,word,1
Ch 3_2_kk,Ch 3,yollar,жолдар,chg,kk,word,1
Ch 3_2_ru,Ch 3,yollar,дороги,chg,ru,word,1
Ch 3_2_uz,Ch 3,yollar,yo'llar,chg,uz,word,1
Ch 3_2_tr,Ch 3,yollar,yollar,chg,tr,word,1
Ch 3_3_en,Ch 3,yol,road,chg,en,word,1
Ch 3_3_kk,Ch 3,yol,жол,chg,kk,word,1
Ch 3_3_ru,Ch 3,yol,дорога,chg,ru,word,1
Ch 3_3_uz,Ch 3,yol,yo'l,chg,uz,word,1
Ch 3_3_tr,Ch 3,yol,yol,chg,tr,word,1
Ch 3_5_en,Ch 3,söz,word,chg,en,word,1
Ch 3_5_kk,Ch 3,söz,сөз,chg,kk,word,1
Ch 3_5_ru,Ch 3,söz,слово,chg,ru,word,1
Ch 3_5_uz,Ch 3,söz,so'z,chg,uz,word,1
Ch 3_5_tr,Ch 3,söz,söz,chg,tr,word,1
Ch 3_7_en,Ch 3,éşek,donkey,chg,en,word,1
Ch 3_7_kk,Ch 3,éşek,есек,chg,kk,word,1
Ch 3_7_ru,Ch 3,éşek,осел,chg,ru,word,1
Ch 3_7_uz,Ch 3,éşek,eshak,chg,uz,word,1
Ch 3_7_tr,Ch 3,éşek,eşek,chg,tr,word,1
Ch 3_8_en,Ch 3,maẓlūmlar,women,chg,en,word,1
Ch 3_8_kk,Ch 3,maẓlūmlar,әйелдер,chg,kk,word,1
Ch 3_8_ru,Ch 3,maẓlūmlar,женщины,chg,ru,word,1
Ch 3_8_uz,Ch 3,maẓlūmlar,ayollar,chg,uz,word,1
Ch 3_8_tr,Ch 3,maẓlūmlar,kadınlar,chg,tr,word,1
Ch 3_10_en,Ch 3,başta,on the head,chg,en,word,1
Ch 3_10_kk,Ch 3,başta,баста,chg,kk,word,1
Ch 3_10_ru,Ch 3,başta,на голове,chg,ru,word,1
Ch 3_10_uz,Ch 3,başta,boshda,chg,uz,word,1
Ch 3_10_tr,Ch 3,başta,başta,chg,tr,word,1
Ch 3_11_en,Ch 3,olturadur,he sits,chg,en,word,1
Ch 3_11_kk,Ch 3,olturadur,отыр,chg,kk,word,1
Ch 3_11_ru,Ch 3,olturadur,сидит,chg,ru,word,1
Ch 3_11_uz,Ch 3,olturadur,o'tiribdi,chg,uz,word,1
Ch 3_11_tr,Ch 3,olturadur,oturuyor,chg,tr,word,1
Ch 3_12_en,Ch 3,olturadur,she sits,chg,en,word,1
Ch 3_13_en,Ch 3,olturadur,it sits,chg,en,word,1
Ch 3_14_en,Ch 3,Toḫta bu yerde olturadur,Toḫta sits here,chg,en,phrase,4
Ch 3_14_kk,Ch 3,Toḫta bu yerde olturadur,Тоқта бұл жерде отыр,chg,kk,phrase,4
Ch 3_14_ru,Ch 3,Toḫta bu yerde olturadur,Тохта сидит здесь,chg,ru,phrase,4
Ch 3_14_uz,Ch 3,Toḫta bu yerde olturadur,To'xta bu yerda o'tiribdi,chg,uz,phrase,4
Ch 3_14_tr,Ch 3,Toḫta bu yerde olturadur,Tohta burada oturuyor,chg,tr,phrase,4
Ch 3_16_en,Ch 3,bazardın,from the market,chg,en,word,1
Ch 3_16_kk,Ch 3,bazardın,базардан,chg,kk,word,1
Ch 3_16_ru,Ch 3,bazardın,с рынка,chg,ru,word,1
Ch 3_16_uz,Ch 3,bazardın,bozordan,chg,uz,word,1
Ch 3_16_tr,Ch 3,bazardın,pazardan,chg,tr,word,1
Ch 3_18_en,Ch 3,keledür,he comes,chg,en,word,1
Ch 3_18_kk,Ch 3,keledür,келеді,chg,kk,word,1
Ch 3_18_ru,Ch 3,keledür,он приходит,chg,ru,word,1
Ch 3_18_uz,Ch 3,keledür,keladi,chg,uz,word,1
Ch 3_18_tr,Ch 3,keledür,geliyor,chg,tr,word,1
Ch 3_19_en,Ch 3,keledür,she comes,chg,en,word,1
Ch 3_19_ru,Ch 3,keledür,она приходит,chg,ru,word,1
Ch 3_20_en,Ch 3,keledür,it comes,chg,en,word,1
Ch 3_20_ru,Ch 3,keledür,оно приходит,chg,ru,word,1
Ch 3_25_en,Ch 3,Bu pādişāh ʿArabistāndın,This king is from Arabia,chg,en,phrase,3
Ch 3_25_kk,Ch 3,Bu pādişāh ʿArabistāndın,Бұл патша Арабиядан,chg,kk,phrase,3
Ch 3_25_ru,Ch 3,Bu pādişāh ʿArabistāndın,Этот царь из Аравии,chg,ru,phrase,3
