sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 2,106,,yer,place,жер,место,yer,yer,yer,chg,word,1,ير
Ch 2,107,,Toḫta,Toḫta,Тоқта,Тохта,To‘xta,Tohta,Toḫta,chg,word,1,توختە
Ch 2,108,,qozı,lamb,қозы,ягненок,qo‘zi,kuzu,qozı,chg,word,1,قوزى
Ch 3,0,بلالار,balalar,children,балалар,дети,bolalar,çocuklar,balalar,chg,word,1,
Ch 3,1,بلا,bala,child,бала,ребенок,bola,çocuk,bala,chg,word,1,
Ch 3,2,يول لار,yollar,roads,жолдар,дороги,yo'llar,yollar,yollar,chg,word,1,
Ch 3,3,يول,yol,road,жол,дорога,yo'l,yol,yol,chg,word,1,
Ch 3,4,سوزلار,sözler,words,сөздер,слова,so'zlar,sözler,sözler,chg,word,1,
Ch 3,5,سوز,söz,word,сөз,слово,so'z,söz,söz,chg,word,1,
Ch 3,6,ايشاک لار,éşekler,donkeys,есектер,ослы,eshaklar,eşekler,éşekler,chg,word,1,
Ch 3,7,ايشاک,éşek,donkey,есек,осел,eshak,eşek,éşek,chg,word,1,
Ch 3,8,مظلوم لار,maẓlūmlar,women,әйелдер,женщины,ayollar,kadınlar,maẓlūmlar,chg,word,1,
Ch 3,9,دروازە لار,darwāzalar,gates,дарбазалар,ворота,darvozalar,kapılar,darwāzalar,chg,word,1,
Ch 3,10,باشتە,başta,on the head,баста,на голове,boshda,başta,başta,chg,word,1,
Ch 3,11,اولتورادور,olturadur,he sits,отыр,сидит,o'tiribdi,oturuyor,olturadur,chg,word,1,
Ch 3,12,اولتورادور,olturadur,she sits,отыр,сидит,o'tiribdi,oturuyor,olturadur,chg,word,1,
Ch 3,13,اولتورادور,olturadur,it sits,отыр,сидит,o'tiribdi,oturuyor,olturadur,chg,word,1,
Ch 3,14,توختە بو يردە اولتورادور,Toḫta bu yerde olturadur,Toḫta sits here,Тоқта бұл жерде отыр,Тохта сидит здесь,To'xta bu yerda o'tiribdi,Tohta burada oturuyor,Toḫta bu yerde olturadur,chg,phrase,4,
Ch 3,15,اوشول بلالار اويدە اولتورادور,Uşol balalar üyde olturadur,Those children sit at home,Сол балалар үйде отыр,Те дети сидят дома,O'shal bolalar uyda o'tiribdi,Şu çocuklar evde oturuyorlar,Uşol balalar üyde olturadur,chg,phrase,4,
Ch 3,16,بازاردين,bazardın,from the market,базардан,с рынка,bozordan,pazardan,bazardın,chg,word,1,
Ch 3,17,ايرکک تين,érkektin,from a man,еркектен,от мужчины,erkakdan,erkekten,érkektin,chg,word,1,
Ch 3,18,کلادور,keledür,he comes,келеді,он приходит,keladi,geliyor,keledür,chg,word,1,
Ch 3,19,کلادور,keledür,she comes,келеді,она приходит,keladi,geliyor,keledür,chg,word,1,
Ch 3,20,کلادور,keledür,it comes,келеді,оно приходит,keladi,geliyor,keledür,chg,word,1,
Ch 3,21,پيغمبر عربستان دين کلادور,Payǧambar ʿArabistāndın keledür,A prophet comes from Arabia,Пайғамбар Арабиядан келеді,Пророк идет из Аравии,Payg'ambar Arabistondan keladi,Peygamber Arabistan'dan geliyor,Payǧambar ʿArabistāndın keledür,chg,phrase,3,
Ch 3,22,پيغمبر عربستان دين کلادور,Payǧambar ʿArabistāndın keledür,The prophet comes from Arabia,Пайғамбар Арабиядан келеді,Пророк идет из Аравии,Payg'ambar Arabistondan keladi,Peygamber Arabistan'dan geliyor,Payǧambar ʿArabistāndın keledür,chg,phrase,3,
Ch 3,23,اوشبو مظلوم کيشى بزاردين کلادور,Uşbu maẓlūm kişi bazārdın keledür,This woman is coming from the market,Бұл әйел базардан келе жатыр,Эта женщина идет с рынка,Bu ayol bozordan kelyapti,Bu kadın pazardan geliyor,Uşbu maẓlūm kişi bazārdın keledür,chg,sentence,5,
Ch 3,24,بزاردين ميوە الادور,Bazārdın mı̇̄wa aladur,She gets fruit from the market,Базардан жеміс алады,Она берет фрукты с рынка,Bozordan meva oladi,Pazardan meyve alıyor,Bazārdın mı̇̄wa aladur,chg,phrase,3,
Ch 3,25,بو پادشاە عربستان دين,Bu pādişāh ʿArabistāndın,This king is from Arabia,Бұл патша Арабиядан,Этот царь из Аравии,Bu podshoh Arabistondan,Bu padişah Arabistan'dandır,Bu pādişāh ʿArabistāndın,chg,phrase,3,
Ch 3,26,قوي لردين سويدوق,Qoylardın soyduq,We slaughtered some of the sheep,Қойлардан сойдық,Мы зарезали овец,Qo'ylardan soydik,Koyunlardan kestik,Qoylardın soyduq,chg,phrase,2,
Ch 3,27,اوتون دين الادور,Otundın aladur,He takes some of the firewood,Отыннан алады,Он берет дрова,O'tindan oladi,Odundan alıyor,Otundın aladur,chg,phrase,2,
Ch 3,28,مکيان غە,mākiyānǧa,to the chicken,тауыққа,курице,tovuqqa,tavuğa,mākiyānǧa,chg,word,1,
Ch 3,29,ايشک کە,éşekke,for the donkey,есекке,ослу,eshakka,eşeğe,éşekke,chg,word,1,
Ch 3,30,دوست قە,dostqa,to a friend,досқа,другу,do'stga,dosta,dostqa,chg,word,1,
Ch 3,31,برادور,beredür,he gives,береді,дает,beradi,veriyor,beredür,chg,word,1,
Ch 3,32,برادور,beredür,she gives,береді,дает,beradi,veriyor,beredür,chg,word,1,
Ch 3,33,برادور,beredür,it gives,береді,дает,beradi,veriyor,beredür,chg,word,1,
Ch 3,34,آط غە اوت برادور,Aṭǧa ot beredür,She gives the horse some hay,Атқа шөп береді,Она дает лошади сено,Otga o't beradi,Ata ot veriyor,Aṭǧa ot beredür,chg,phrase,3,
Ch 3,35,قوزى لارغە بوغاز برادور,Qozılarǧa boǧaz beredür,She gives the lambs some fodder,Қозыларға жем береді,Она дает ягнятам корм,Qo'zilarga yem beradi,Kuzulara yem veriyor,Qozılarǧa boǧaz beredür,chg,phrase,3,
Ch 3,36,اول آدم مظلوم کيشى کە پل برادور,Ol ādam maẓlūm kişige pul beredür,That man gives money to a woman,Ол адам әйелге ақша береді,Тот человек дает женщине деньги,U odam ayolga pul beradi,O adam kadına para veriyor,Ol ādam maẓlūm kişige pul beredür,chg,sentence,6,
Ch 3,37,بلالارغە اش برادور,Balalarǧa aş beredür,He gives children rice,Балаларға ас береді,Он дает детям еду,Bolalarga osh beradi,Çocuklara aş veriyor,Balalarǧa aş beredür,chg,phrase,3,
Ch 3,38,سويادور,soyadur,he slaughters,сояды,режет,soyadi,kesiyor,soyadur,chg,word,1,
Ch 3,39,سويادور,soyadur,she slaughters,сояды,режет,soyadi,kesiyor,soyadur,chg,word,1,
Ch 3,40,سويادور,soyadur,it slaughters,сояды,режет,soyadi,kesiyor,soyadur,chg,word,1,
Ch 3,41,قوى سويادور,Qoy soyadur,He slaughters a sheep,Қой сояды,Он режет овцу,Qo'y soyadi,Koyun kesiyor,Qoy soyadur,chg,phrase,2,
Ch 3,42,قوى نى سويادور,Qoynı soyadur,He slaughters the sheep,Қойды сояды,Он режет овцу,Qo'yni soyadi,Koyunu kesiyor,Qoynı soyadur,chg,phrase,2,
Ch 3,43,آدم نينک بلاىسی,Ādamnıñ balası,a man's child,Адамның баласы,Ребенок человека,Odamning bolasi,Adamın çocuğu,Ādamnıñ balası,chg,phrase,2,
Ch 3,44,مظلوم نينک سوزى,Maẓlūmnıñ sözi,a woman's word,Әйелдің сөзі,Слово женщины,Ayolning so'zi,Kadının sözü,Maẓlūmnıñ sözi,chg,phrase,2,
Ch 3,45,عربستان نينک يوللارى,ʿArabistānnıñ yolları,the roads of Arabia,Арабияның жолдары,Дороги Аравии,Arabistonning yo'llari,Arabistan'ın yolları,ʿArabistānnıñ yolları,chg,phrase,2,
Ch 3,46,باينينک دروازەسى,Baynıñ darwāzası,a rich man's door,Байдың дарбазасы,Ворота богача,Boyning darvozasi,Zenginin kapısı,Baynıñ darwāzası,chg,phrase,2,
Ch 3,47,روسيە پادشاەىسی,Rūsiya pādişāhısı,the emperor of Russia,Ресей патшасы,Император России,Rossiya podshohi,Rusya padişahı,Rūsiya pādişāhısı,chg,phrase,2,
Ch 3,48,يول لار,yollar,roads,жолдар,дороги,yo'llar,yollar,yollar,chg,word,1,
Ch 3,49,يول,yol,road,жол,дорога,yo'l,yol,yol,chg,word,1,
Ch 3,50,يول لاردە,yollarda,on the roads,жолдарда,на дорогах,yo'llarda,yollarda,yollarda,chg,word,1,
Ch 3,51,يولدە,yolda,on a road,жолда,на дороге,yo'lda,yolda,yolda,chg,word,1,
Ch 3,52,يولدە,yolda,on the road,жолда,на дороге,yo'lda,yolda,yolda,chg,word,1,
Ch 3,53,يول لاردين,yollardın,from the roads,жолдардан,с дорог,yo'llardan,yollardan,yollardın,chg,word,1,
Ch 3,54,يولدين,yoldın,from a road,жолдан,с дороги,yo'ldan,yoldan,yoldın,chg,word,1,
Ch 3,55,يولدين,yoldın,from the road,жолдан,с дороги,yo'ldan,yoldan,yoldın,chg,word,1,
Ch 3,56,يول لارغە,yollarǧa,to the roads,жолдарға,к дорогам,yo'llarga,yollara,yollarǧa,chg,word,1,
Ch 3,57,يولغە,yolǧa,to a road,жолға,к дороге,yo'lga,yola,yolǧa,chg,word,1,
Ch 3,58,يولغە,yolǧa,to the road,жолға,к дороге,yo'lga,yola,yolǧa,chg,word,1,
Ch 3,59,يول لارنى,yollarnı,the roads,жолдарды,дороги,yo'llarni,yolları,yollarnı,chg,word,1,
Ch 3,60,يول نى,yolnı,the road,жолды,дорогу,yo'lni,yolu,yolnı,chg,word,1,
Ch 3,61,يول لارنينک,yollarnıñ,the road’s,жолдардың,дорог,yo'llarning,yolların,yollarnıñ,chg,word,1,
Ch 3,62,يول نينک,yolnıñ,a road's,жолдың,дороги,yo'lning,yolun,yolnıñ,chg,word,1,
Ch 3,63,يول نينک,yolnıñ,the road's,жолдың,дороги,yo'lning,yolun,yolnıñ,chg,word,1,
Ch 3,64,سوزلار,sözler,words,сөздер,слова,so'zlar,sözler,sözler,chg,word,1,
Ch 3,65,سوز,söz,word,сөз,слово,so'z,söz,söz,chg,word,1,
Ch 3,66,سوزلاردە,sözlerde,on the words,сөздерде,в словах,so'zlarda,sözlerde,sözlerde,chg,word,1,
Ch 3,67,سوزدە,sözde,in a word,сөзде,в слове,so'zda,sözde,sözde,chg,word,1,
Ch 3,68,سوزدە,sözde,in the word,сөзде,в слове,so'zda,sözde,sözde,chg,word,1,
Ch 3,69,سوزلاردين,sözlérdin,from the words,сөздерден,от слов,so'zlardan,sözlerden,sözlérdin,chg,word,1,
Ch 3,70,سوزدين,sözdin,from a word,сөзден,от слова,so'zdan,sözden,sözdin,chg,word,1,
Ch 3,71,سوزدين,sözdin,from the word,сөзден,от слова,so'zdan,sözden,sözdin,chg,word,1,
Ch 3,72,سوزلارکە,sözlerge,to the words,сөздерге,к словам,so'zlarga,sözlere,sözlerge,chg,word,1,
Ch 3,73,سوزکە,sözge,to a word,сөзге,к слову,so'zga,söze,sözge,chg,word,1,
Ch 3,74,سوزکە,sözge,to the word,сөзге,к слову,so'zga,söze,sözge,chg,word,1,
Ch 3,75,سوزلارنى,sözlerni,the words,сөздерді,слова,so'zlarni,sözleri,sözlerni,chg,word,1,
Ch 3,76,سوزنى,sözni,the word,сөзді,слово,so'zni,sözü,sözni,chg,word,1,
Ch 3,77,سوزلارنينک,sözlerniñ,the word's,сөздердің,слов,so'zlarning,sözlerin,sözlerniñ,chg,word,1,
Ch 3,78,سوزنينک,sözniñ,a word's,сөздің,слова,so'zning,sözün,sözniñ,chg,word,1,
Ch 3,79,سوزنينک,sözniñ,the word's,сөздің,слова,so'zning,sözün,sözniñ,chg,word,1,
Ch 3,80,اوتون,otun,firewood,отын,дрова,o'tin,odun,otun,chg,word,1,
Ch 3,81,دروازە,darwāza,gate,дарбаза,ворота,darvoza,kapı,darwāza,chg,word,1,
Ch 3,82,کول,köl,lake,көл,озеро,ko'l,göl,köl,chg,word,1,
Ch 3,83,سو,suw,water,су,вода,suv,su,suw,chg,word,1,
Ch 3,84,پيغمبر,payǧambar,prophet,пайғамбар,пророк,payg'ambar,peygamber,payǧambar,chg,word,1,
Ch 3,85,بزار,bazār,market,базар,базар,bozor,pazar,bazār,chg,word,1,
Ch 3,86,بر,ber,to give,бер,дай,ber,ver,ber,chg,word,1,
Ch 3,87,بر,ber,to give,бер,дай,ber,ver,ber,chg,word,1,
Ch 3,88,سوى,soy,to slaughter,сой,режь,soy,kes,soy,chg,word,1,
Ch 3,89,سوز,söz,word,сөз,слово,so'z,söz,söz,chg,word,1,
Ch 3,90,عربستان,ʿArabistān,Arabia,Арабия,Аравия,Arabiston,Arabistan,ʿArabistān,chg,word,1,
Ch 3,91,اولتور,oltur,to sit,отыр,сиди,o'tir,otur,oltur,chg,word,1,
Ch 3,92,آط,aṭ,horse,ат,лошадь,ot,at,aṭ,chg,word,1,
Ch 3,93,ايت,it,dog,ит,собака,it,it,it,chg,word,1,
Ch 3,94,پادشاە,pādişāh,king,патша,царь,podshoh,padişah,pādişāh,chg,word,1,
Ch 3,95,پادشاە,pādişāh,ruler,патша,правитель,podshoh,hükümdar,pādişāh,chg,word,1,
Ch 3,96,پادشاە,pādişāh,emperor,патша,император,podshoh,imparator,pādişāh,chg,word,1,
Ch 3,97,کسل,kesel,sick,науқас,больной,kasal,hasta,kesel,chg,word,1,
Ch 3,98,کسل,kesel,sickness,ауру,болезнь,kasallik,hastalık,kesel,chg,word,1,
Ch 3,99,يمان,yaman,bad,жаман,плохой,yomon,kötü,yaman,chg,word,1,
Ch 3,100,يمان,yaman,evil,жаман,зло,yomonlik,kötü,yaman,chg,word,1,
Ch 3,101,تار,tar,narrow,тар,узкий,tor,dar,tar,chg,word,1,
Ch 3,102,ايشاک,éşek,donkey,есек,осел,eshak,eşek,éşek,chg,word,1,
Ch 3,103,الديدا,aldıda,in front of,алдында,спереди,oldida,önünde,aldıda,chg,word,1,
Ch 3,104,ايچ,iç,to drink,іш,пей,ich,iç,iç,chg,word,1,
Ch 3,105,قوى,qoy,sheep,қой,овца,qo'y,koyun,qoy,chg,word,1,
Ch 3,106,کل,kel,to come,кел,приходи,kel,gel,kel,chg,word,1,
Ch 3,107,کل,kel,to come,кел,приходи,kel,gel,kel,chg,word,1,
Ch 3,108,ال,al,to take,ал,бери,ol,al,al,chg,word,1,
Ch 3,109,ال,al,to get,ал,получай,ol,al,al,chg,word,1,
Ch 3,110,يول,yol,road,жол,дорога,yo'l,yol,yol,chg,word,1,
Ch 3,111,باى,bay,wealthy person,бай,богач,boy,zengin,bay,chg,word,1,
Ch 3,112,توطی,toṭı,pony,тоты,попугай,to'ti,papağan,toṭı,chg,word,1,
Ch 3,113,اوت,ot,grass,шөп,трава,o't,ot,ot,chg,word,1,
Ch 3,114,اوت,ot,hay,шөп,сено,pichan,kuru ot,ot,chg,word,1,
Ch 3,115,بوغاز,boǧaz,fodder,жем,корм,yem,yem,boǧaz,chg,word,1,
Ch 3,116,بوغاز,boǧaz,corn,жем,зерно,don,tahıl,boǧaz,chg,word,1,
Ch 3,117,روسيە,Rūsiya,Russia,Ресей,Россия,Rossiya,Rusya,Rūsiya,chg,word,1,
Ch 4,0,کولدە ساوق سو بار,Kölde sawuq suw bar,There is cold water in the pond,Көлде суық су бар,В озере есть холодная вода,Ko'lda sovuq suv bor,Gölde soğuk su var,Kölde sawuq suw bar,chg,phrase,4,
Ch 4,1,کولدە ساوق سو بارمو,Kölde sawuq suw bar mu?,Is there cold water in the pond?,Көлде суық су бар ма?,Есть ли в озере холодная вода?,Ko'lda sovuq suv bormi?,Gölde soğuk su var mı?,Kölde sawuq suw bar mu?,chg,sentence,5,
Ch 4,2,بو چاى قرادور,Bu çay qaradur,This tea is black,Бұл шай қара,Этот чай черный,Bu choy qoradir,Bu çay siyahtır,Bu çay qaradur,chg,phrase,3,
Ch 4,3,بو چاى قرامو,Bu çay qara mu?,Is this tea black?,Бұл шай қара ма?,Этот чай черный?,Bu choy qorami?,Bu çay siyah mı?,Bu çay qara mu?,chg,phrase,4,
Ch 4,4,اول آدام دە بلا يوق,Ol ādamda bala yoq,That man has no children,Ол адамда бала жоқ,У того человека нет ребенка,U odamda bola yo'q,O adamda çocuk yok,Ol ādamda bala yoq,chg,phrase,4,
Ch 4,5,اول آدام دە بلا يوق مو,Ol ādamda bala yoq mu?,Does that man have no children?,Ол адамда бала жоқ па?,У того человека нет ребенка?,U odamda bola yo'qmi?,O adamda çocuk yok mu?,Ol ādamda bala yoq mu?,chg,sentence,5,
Ch 4,6,بو باى يمان ايماس,Bu bay yaman emes,This wealthy man is not bad,Бұл бай жаман емес,Этот богач не плохой,Bu boy yomon emas,Bu zengin kötü değil,Bu bay yaman emes,chg,phrase,4,
Ch 4,7,بو باى يمان ايماس مو,Bu bay yaman emes mü?,Is this wealthy man not bad?,Бұл бай жаман емес пе?,Этот богач не плохой?,Bu boy yomon emasmi?,Bu zengin kötü değil mi?,Bu bay yaman emes mü?,chg,sentence,5,
Ch 4,8,خواجەلار کوچادين کلادورمو,Ḫᵛācalar Kuçadın keledür mü?,Are the Khwajas coming from Kucha?,Қожалар Кучадан келе жатыр ма?,Ходжи идут из Кучи?,Xo'jalar Kuchadan kelyaptimi?,Hocalar Kuça'dan mı geliyor?,Ḫᵛācalar Kuçadın keledür mü?,chg,phrase,4,
Ch 4,9,کچيک بلا قوزى غە بوغاز برادورمو,Kiçik bala qozıǧa boǧaz beredür mü?,Does the small child give fodder to the lamb?,Кішкентай бала қозыға жем бере ме?,Маленький ребенок дает корм ягненку?,Kichik bola qo'ziga yem beradimi?,Küçük çocuk kuzuya yem veriyor mu?,Kiçik bala qozıǧa boǧaz beredür mü?,chg,sentence,6,
Ch 4,10,من,men,I,мен,я,men,ben,men,chg,word,1,
Ch 4,11,بيز,biz,we,біз,мы,biz,biz,biz,chg,word,1,
Ch 4,12,سيز,siz,you,сіз,вы,siz,siz,siz,chg,word,1,
Ch 4,13,سيزلار,sizler,you,сіздер,вы,sizlar,sizler,sizler,chg,word,1,
Ch 4,14,سن,sen,you,сен,ты,sen,sen,sen,chg,word,1,
Ch 4,15,او,o,he,ол,он,u,o,o,chg,word,1,
Ch 4,16,او,o,she,ол,она,u,o,o,chg,word,1,
Ch 4,17,او,o,it,ол,оно,u,o,o,chg,word,1,
Ch 4,18,اول,ol,he,ол,он,u,o,ol,chg,word,1,
